employee_id,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
32776,1,32,4,10,0,1,50,no
52103,1,45,3,9,0,0,49,no
50259,1,32,5,9,1,0,58,no
67930,1,38,3,11,0,0,70,no
21730,1,32,5,5,1,0,85,no
39189,1,31,,1,0,0,46,no
11047,1,47,1,6,0,0,69,no
58033,1,27,4,3,0,0,44,no
6931,1,30,4,2,1,0,48,no
20047,1,26,3,4,0,0,48,no
25546,1,31,4,3,0,0,52,no
48117,1,29,4,3,0,0,68,no
47634,2,39,1,12,0,0,67,no
68203,2,56,3,7,0,0,52,no
31603,1,44,4,15,1,0,52,no
73688,3,32,5,5,0,0,47,no
6734,2,34,3,7,0,0,90,no
27129,1,34,1,3,0,0,51,no
25502,1,28,5,5,0,0,53,no
47249,1,44,3,16,1,0,62,no
10835,1,32,4,2,0,0,49,no
38003,1,32,5,8,1,0,58,no
75695,1,29,4,5,1,0,78,no
21101,1,20,,1,0,0,46,no
30564,1,35,3,7,0,0,84,no
50182,1,30,5,5,1,0,79,no
9212,1,40,5,11,1,0,54,no
35962,1,29,3,2,0,0,81,no
52737,2,29,5,3,1,0,63,no
7098,1,41,3,16,1,0,43,no
36136,1,28,3,2,0,0,51,no
36474,1,28,3,2,0,0,57,no
56512,1,27,5,5,0,0,54,no
52155,1,31,4,3,1,0,62,no
3700,1,31,3,7,0,0,46,no
44038,1,29,4,7,1,0,85,no
17461,2,25,,1,1,0,60,no
38088,1,25,1,2,0,0,47,no
42774,1,35,1,3,0,0,48,no
25493,1,28,1,3,0,0,48,no
3420,1,39,3,4,0,0,60,no
20049,1,49,5,5,0,0,45,no
41453,1,25,,1,1,0,83,no
24935,1,45,5,16,0,0,67,no
28022,1,30,4,5,0,0,85,no
28059,1,32,5,4,1,0,50,no
189,1,28,4,5,1,0,76,yes
25136,1,38,4,9,0,0,79,no
54872,1,51,1,16,0,0,47,no
6635,3,28,3,5,0,0,86,no
9365,1,37,3,12,0,0,87,yes
73095,1,51,1,7,1,0,48,no
65406,1,40,5,5,1,0,52,yes
50757,1,29,3,5,0,0,59,no
33141,1,43,5,2,1,0,59,no
19707,1,51,3,8,1,0,77,no
48481,2,28,5,5,1,0,67,no
382,1,45,1,14,0,0,45,no
3055,2,33,3,3,0,1,56,no
2864,1,24,,1,1,0,49,no
6217,1,37,1,7,0,0,82,no
34366,1,34,2,5,1,0,57,no
33896,1,30,5,6,1,0,67,yes
2641,1,46,3,2,0,0,60,no
39657,2,26,,1,0,0,58,no
19414,1,33,5,7,1,0,66,no
41479,1,34,1,10,0,0,82,no
60539,1,45,1,16,0,0,62,no
1389,1,33,4,2,1,0,50,yes
43796,3,31,2,3,0,0,54,no
21535,1,33,3,9,0,0,45,no
71294,1,33,5,5,1,0,54,no
73887,1,33,5,3,1,0,74,no
8408,1,41,3,5,0,0,50,no
16710,2,30,,1,1,0,81,yes
15158,1,33,4,5,0,0,84,no
6484,1,33,3,3,0,0,83,no
33030,1,28,3,3,0,0,59,no
67095,1,37,5,8,1,0,46,no
37000,1,29,4,5,0,0,59,no
65393,1,25,4,2,0,0,59,no
77680,1,34,1,9,0,0,47,no
4567,1,54,5,8,1,0,82,no
74463,1,25,3,2,0,0,52,no
47806,1,38,5,5,1,0,57,no
12288,1,25,3,3,0,0,61,no
76476,2,26,4,3,0,0,84,no
59877,1,31,4,4,0,0,90,yes
56827,2,39,3,3,0,0,82,no
40543,1,34,4,6,1,0,80,no
28381,2,23,,1,0,0,87,no
69797,1,27,,1,0,0,85,no
40744,1,43,4,12,0,0,73,no
28418,2,30,5,3,1,0,81,no
13225,1,48,4,18,0,0,49,no
38489,1,40,3,3,0,0,78,no
68909,4,30,3,2,0,0,79,no
38132,1,29,1,2,0,0,47,no
22484,1,36,4,3,0,0,84,no
57770,1,36,4,7,0,0,81,no
35304,1,29,,1,0,0,61,no
2329,1,42,4,12,0,0,49,no
31933,1,34,4,2,1,0,81,no
439,4,32,3,8,0,0,70,no
51098,1,41,5,6,1,1,58,yes
26870,1,31,3,5,0,0,72,no
33959,1,33,3,5,1,0,57,no
2013,1,21,,1,0,1,49,no
58473,1,42,4,13,0,0,59,no
34621,1,34,3,2,0,0,61,no
65896,1,60,3,18,0,0,75,no
31339,1,38,4,3,1,0,56,no
71911,1,34,5,10,1,0,58,no
1209,2,32,1,5,0,0,49,no
4194,1,48,3,20,1,0,49,yes
32931,1,35,5,8,1,0,44,no
28806,5,27,3,3,0,0,73,no
45338,1,38,3,10,0,0,55,no
66805,1,32,3,4,0,0,48,no
28591,1,53,4,3,0,0,84,no
24658,1,27,1,3,0,0,58,no
72930,3,41,5,9,0,0,87,no
57712,1,27,1,2,0,0,59,no
56034,2,31,2,6,0,0,88,no
65767,1,36,4,6,0,0,58,no
4222,1,48,3,18,0,0,80,no
24408,1,34,5,3,1,0,87,yes
48796,1,40,2,7,0,0,61,no
76577,1,37,5,7,1,0,61,no
55299,1,27,2,4,0,0,79,no
7017,3,34,3,5,0,0,49,no
30640,1,51,1,20,0,0,60,no
10863,1,48,5,4,0,0,69,no
72009,1,37,3,8,0,0,47,no
74620,1,32,3,5,0,0,51,no
42558,1,38,3,6,1,0,48,yes
33554,1,26,5,4,1,0,81,yes
30174,1,29,3,6,0,0,64,yes
38441,1,28,,1,1,0,82,no
53495,2,35,1,5,0,0,50,no
57786,4,39,4,5,0,0,63,no
18292,1,35,5,8,1,0,70,no
57442,1,32,5,7,1,0,47,no
32751,3,30,5,2,0,0,45,no
38478,1,34,4,2,0,0,58,no
64563,1,42,3,8,0,0,81,no
13971,1,38,3,4,0,0,60,no
42049,1,50,3,18,0,0,52,no
75070,3,33,5,7,1,0,55,no
45999,1,33,5,4,1,0,51,yes
35524,2,56,3,14,0,0,85,no
31170,2,30,5,4,1,1,82,no
51794,2,35,3,6,0,0,77,no
52055,2,33,3,8,0,0,58,no
40651,2,37,3,4,0,0,48,no
14697,1,27,1,5,0,0,61,no
28438,2,44,3,3,0,0,70,no
74324,1,31,,1,0,0,59,no
50228,1,22,5,2,1,0,58,no
14768,1,42,1,7,0,0,56,no
4869,1,23,,1,0,0,61,no
55721,1,35,4,7,0,0,47,no
63606,1,26,4,3,1,0,59,no
51923,1,31,3,6,1,0,79,yes
1360,1,26,,1,0,0,81,yes
76393,1,42,3,10,0,0,62,no
63797,2,29,,1,1,0,64,no
45222,1,33,3,2,0,0,69,no
1956,1,26,2,3,0,0,52,no
62757,1,33,5,6,1,0,60,no
3771,1,39,5,5,1,0,61,no
11162,2,26,3,3,0,0,47,no
49320,2,30,,1,0,0,54,no
23059,1,28,,1,0,0,67,no
11717,1,28,,1,1,0,85,no
9337,1,29,5,2,1,0,47,yes
61656,1,38,4,7,0,0,49,no
13226,1,48,5,14,1,0,78,no
2175,1,31,1,4,0,0,45,no
39906,1,28,3,5,1,1,60,no
18529,1,29,,1,0,0,59,no
38878,1,25,,1,0,0,70,yes
50524,1,29,3,6,0,0,59,no
31684,1,29,3,2,1,1,80,no
42045,2,30,5,3,0,0,70,no
18476,1,27,,1,1,1,98,yes
33296,1,41,2,3,1,0,48,no
42408,1,28,1,4,0,0,82,no
8040,1,48,5,17,1,0,59,no
73509,1,44,3,3,0,0,47,no
5745,1,53,4,3,0,0,80,no
38094,2,46,2,21,0,0,53,no
3093,1,29,4,3,1,0,69,no
50638,1,37,3,5,0,0,74,no
3059,1,30,3,4,0,0,85,no
64956,2,41,3,14,0,0,50,no
33574,1,37,1,7,0,0,84,no
78180,4,28,,1,1,0,67,no
12334,3,33,3,10,0,0,59,no
14466,2,32,2,5,0,0,82,no
66105,1,34,1,7,0,0,69,no
61781,2,30,3,3,0,0,54,no
6403,1,36,5,9,0,0,69,no
3690,1,28,2,6,0,0,57,no
53359,1,28,,1,0,0,49,no
34705,1,36,5,9,1,0,73,no
45011,1,35,3,10,0,1,54,no
19011,1,56,3,18,0,0,76,no
14614,1,32,2,2,1,0,87,no
7789,1,28,,1,1,0,75,no
44417,1,45,5,16,1,0,63,no
11674,1,27,5,4,1,0,69,no
45633,2,30,3,4,0,0,65,no
54991,1,27,1,6,0,0,47,no
44935,1,50,4,3,0,0,53,no
20791,1,43,3,7,0,0,56,no
23751,1,35,5,10,1,0,85,no
36543,1,28,3,4,0,0,86,no
77834,1,29,4,4,1,0,60,no
35079,1,30,4,8,1,0,77,no
42736,2,35,3,7,1,0,68,no
53952,1,28,,1,1,0,86,yes
2668,2,30,3,5,0,1,47,no
15713,1,31,4,3,0,0,45,no
55619,1,36,1,6,0,0,61,no
19104,2,50,4,19,1,0,70,yes
69584,1,37,3,8,0,0,47,no
16334,2,30,5,8,0,0,50,no
57928,1,53,1,6,0,0,66,no
24936,1,54,3,19,0,0,60,no
23858,1,32,3,8,1,0,61,no
49323,1,31,4,5,1,0,62,no
2051,1,31,2,5,0,0,82,no
50443,1,37,3,3,0,0,72,no
68942,1,31,5,3,1,0,61,no
28149,1,35,4,10,0,0,48,no
41036,4,36,1,5,0,0,50,no
7946,1,39,1,7,0,0,49,no
4020,1,27,3,3,0,0,49,no
77808,2,34,5,4,1,0,59,no
65408,1,36,5,4,1,0,58,no
55504,2,39,2,5,0,0,53,no
39790,1,41,1,14,0,0,70,no
1148,1,40,5,4,1,0,68,no
48183,1,40,3,4,0,0,61,no
4924,3,25,4,2,0,0,60,no
73818,1,25,,1,0,0,57,yes
49103,1,39,4,6,1,0,50,no
66479,1,26,4,2,1,1,64,no
8339,1,30,5,5,1,0,51,no
15005,1,39,3,7,0,0,48,no
30736,1,29,3,2,0,0,49,no
62468,1,45,4,7,1,0,65,no
29601,1,38,2,11,1,0,75,yes
66658,1,47,5,15,1,0,58,no
54124,1,27,4,3,1,0,50,no
11085,2,59,5,3,0,0,75,yes
4877,2,27,,1,0,0,45,no
11198,1,31,5,6,1,0,77,no
57959,1,24,3,2,0,0,46,no
52950,3,44,1,4,1,0,68,no
1897,2,30,3,7,0,0,70,no
55004,1,53,5,18,1,0,60,no
4624,1,31,5,3,1,0,76,yes
9213,1,28,1,5,0,0,80,no
13941,1,35,5,10,0,0,53,no
21218,1,34,3,3,0,0,48,no
27834,2,23,5,2,1,0,56,no
75553,1,35,3,9,0,0,51,no
25930,1,31,4,2,1,1,80,no
10049,1,45,1,16,1,0,78,yes
66468,1,36,3,9,1,0,71,no
52918,1,39,3,5,0,0,80,no
29323,1,38,3,4,1,0,61,yes
57424,1,36,3,3,0,0,68,yes
62858,1,29,2,4,0,0,74,no
39569,1,34,3,9,0,0,74,no
48922,1,27,5,2,1,0,65,no
39077,1,31,5,8,1,0,58,no
494,1,34,3,5,0,0,48,no
45825,1,24,,1,1,0,48,no
51133,1,34,3,7,0,0,56,no
75496,1,28,3,5,1,0,85,no
43812,1,30,3,6,1,0,56,no
40566,1,38,2,8,0,0,80,no
45774,1,27,,1,0,0,86,no
65275,1,28,5,3,0,0,58,no
37161,3,32,3,9,0,0,50,no
31362,1,29,5,5,1,0,84,no
44596,1,26,,1,0,0,68,no
13577,1,40,3,6,0,0,51,no
59459,1,39,4,12,0,0,85,no
20857,1,35,4,7,0,0,52,no
68541,1,36,5,9,1,0,49,no
18988,1,30,5,3,1,0,75,no
72689,1,28,4,3,0,0,62,no
25537,1,47,4,5,0,0,49,no
19825,1,37,4,4,1,0,85,no
11023,1,29,3,5,0,0,59,yes
76644,1,47,3,7,0,0,48,no
51539,1,37,4,3,0,0,61,no
47823,1,26,5,2,0,0,88,no
22871,2,27,4,4,1,0,77,yes
20089,1,30,3,5,0,0,51,no
25384,1,36,3,9,0,0,51,no
65852,1,30,3,7,0,0,63,no
16872,1,39,5,6,1,0,60,no
67087,1,44,3,7,1,0,63,no
41294,1,29,4,3,0,0,81,no
34708,1,44,5,12,0,0,61,no
68629,1,30,3,2,0,0,86,no
62525,1,27,,1,1,0,60,no
29123,1,29,3,2,0,0,64,no
61554,2,23,3,2,0,0,73,no
3028,2,38,5,3,1,0,77,yes
56347,1,27,,1,1,0,95,yes
75193,2,45,2,12,1,0,62,yes
61492,3,28,4,2,1,0,82,yes
16018,1,52,1,3,0,0,71,no
23487,1,26,3,2,1,0,99,yes
42003,2,27,4,2,0,0,80,no
5656,1,31,4,2,1,0,44,no
44109,1,32,1,6,0,0,68,no
23008,2,28,3,3,0,0,71,no
25002,3,30,4,2,1,0,48,yes
34904,1,37,5,7,1,0,59,no
64173,1,46,5,10,1,0,69,no
6438,1,25,3,3,1,0,49,no
49711,1,38,3,8,0,0,80,no
46932,2,35,5,7,1,0,59,no
16555,1,39,3,9,1,0,69,no
7223,1,33,1,3,1,0,60,no
14248,1,57,3,14,0,0,77,no
77228,1,35,5,9,0,0,79,no
37764,1,34,3,7,0,0,62,yes
29567,1,32,3,8,0,0,63,no
28246,1,29,4,10,0,0,47,no
48475,3,22,,1,0,0,79,no
13833,1,45,5,16,0,0,62,yes
24044,2,43,4,5,0,0,72,no
40428,1,27,4,4,0,0,81,no
45683,2,38,4,6,0,0,64,no
69839,1,30,2,3,1,0,53,no
19875,1,36,3,5,0,0,60,no
12227,2,32,3,3,0,0,82,no
9860,3,30,3,5,0,0,62,no
51149,1,25,5,3,0,0,58,no
62779,1,37,5,10,1,0,57,no
53403,1,33,1,8,0,0,84,no
62448,1,30,5,3,1,0,84,yes
58831,1,49,3,6,0,0,50,no
40364,2,28,5,5,0,0,47,no
69628,1,52,1,20,0,0,83,no
47299,1,30,3,5,1,0,78,no
990,1,28,1,3,0,0,50,no
1984,2,30,4,5,1,0,68,no
21799,1,39,5,4,1,0,54,no
37641,1,44,5,12,0,0,56,no
68932,1,25,1,3,0,0,46,no
66854,1,33,1,5,0,0,51,no
28261,2,36,3,9,0,0,78,no
25521,4,50,4,16,0,0,78,no
16295,2,28,3,4,0,0,79,no
23958,1,25,3,3,0,0,85,no
66018,1,42,3,12,1,0,75,no
37644,1,32,3,6,1,0,61,yes
70847,1,30,3,7,0,0,49,no
41177,1,32,4,4,0,0,48,no
75177,2,47,5,6,0,1,74,yes
68177,1,45,2,19,0,0,49,no
57032,1,35,1,2,0,0,83,no
68741,1,32,4,2,0,0,60,no
5490,1,53,5,6,1,0,93,no
38582,1,36,1,4,1,0,68,no
60457,3,23,4,2,1,0,57,no
5006,1,40,2,6,0,0,48,no
4295,1,36,4,10,0,0,57,no
11345,1,37,4,12,0,0,92,yes
44867,1,32,3,6,0,0,47,no
45687,1,35,3,9,0,0,59,no
13721,1,35,1,9,0,0,47,no
45748,1,39,5,8,0,0,87,no
3354,1,56,3,17,0,0,51,no
23936,1,39,4,5,1,0,60,no
15204,1,47,1,17,0,0,58,no
17556,1,50,2,13,0,0,81,no
74085,1,33,5,3,1,0,50,no
4329,1,33,4,10,0,0,55,no
9314,1,40,3,2,1,0,74,no
19921,1,40,1,12,0,0,46,no
43059,1,40,3,12,0,0,64,no
37143,1,35,4,10,1,0,82,yes
13879,1,35,5,2,1,0,51,no
14285,1,34,4,8,0,0,87,no
33228,5,26,3,2,0,0,63,no
14091,1,31,,1,0,0,86,no
64283,1,32,1,6,0,0,52,no
6253,1,35,1,7,0,0,87,no
33092,1,39,3,7,0,0,51,no
17480,5,46,3,18,0,0,68,no
37272,1,25,3,2,1,0,49,no
54251,1,30,2,7,0,0,51,no
27152,1,28,5,4,1,0,84,no
62783,1,38,3,2,1,0,50,no
60083,2,26,3,5,0,0,54,no
16134,2,31,2,4,0,0,81,no
68984,1,41,3,10,0,0,57,no
60998,1,32,2,5,0,0,47,no
65293,1,38,5,3,0,0,59,no
73372,1,26,3,4,0,0,50,no
18386,1,30,4,4,1,0,71,no
36556,1,36,4,5,0,0,51,no
15794,1,28,4,5,0,0,52,no
63424,1,29,5,2,0,0,69,yes
44303,1,34,4,4,0,0,87,no
5755,2,36,3,2,0,0,54,no
36522,1,44,5,3,0,0,76,yes
60529,1,26,3,3,0,0,81,no
76289,1,35,4,10,0,0,62,no
53515,1,30,2,7,0,0,54,no
32204,1,41,5,12,0,0,56,no
27863,1,43,5,13,0,0,52,no
5530,1,28,3,5,0,0,79,no
68104,2,26,4,3,0,0,59,no
24297,1,43,2,6,1,1,51,no
8435,1,26,,1,0,0,46,no
15176,1,29,5,3,1,0,66,yes
76485,1,28,4,2,1,0,58,no
33199,1,30,5,2,1,0,47,no
26891,1,25,4,2,0,0,81,no
34356,4,31,3,5,0,0,68,no
15576,1,37,5,5,1,0,57,yes
19289,1,31,4,7,1,0,90,yes
47159,2,30,4,6,0,0,81,no
55419,2,36,5,9,1,0,61,no
7539,1,37,5,4,0,0,46,no
24946,1,33,3,5,0,0,45,no
77184,1,30,1,1,0,0,51,no
76360,1,56,2,18,0,0,68,no
23115,1,33,1,7,0,0,84,no
69436,1,29,5,6,0,0,51,no
5699,1,48,3,17,0,0,76,no
50877,1,56,3,11,1,0,76,no
29546,3,29,3,4,0,1,89,yes
42491,1,34,1,7,0,0,50,no
67952,1,31,4,5,0,0,91,yes
70761,2,25,3,3,1,0,82,no
17132,1,27,,1,1,0,80,yes
69221,1,48,5,5,1,0,57,no
66125,1,53,3,2,0,0,61,no
9456,1,28,5,4,1,0,61,yes
64793,5,34,2,2,1,0,48,no
30890,1,45,3,15,1,0,59,no
43049,1,48,1,16,0,0,47,no
56977,1,27,3,2,1,0,82,no
19076,1,28,4,2,0,0,63,no
5034,1,37,4,8,0,0,49,no
48337,1,50,4,19,1,0,81,no
24669,1,37,3,7,0,0,64,no
48797,3,25,1,2,0,0,48,no
2053,1,44,5,16,1,0,50,no
58748,2,34,2,8,0,0,85,no
33607,1,32,4,6,0,0,78,no
52064,1,34,3,2,0,0,57,no
54840,1,31,4,3,1,0,61,no
4281,1,34,2,8,1,0,50,no
39959,1,34,3,2,1,0,59,yes
54914,1,56,4,12,0,0,68,no
64171,1,36,5,2,1,0,52,no
7090,1,29,3,5,0,0,49,no
24212,2,28,2,2,1,0,53,no
10999,1,31,5,4,1,0,51,no
35144,1,30,3,2,0,0,48,no
4565,2,36,3,4,0,0,59,no
53668,1,35,5,6,1,0,67,yes
9299,1,26,4,2,1,0,66,no
37833,1,31,1,5,1,0,59,no
55507,1,34,5,9,0,0,60,no
54693,2,37,5,7,0,0,71,no
29213,2,40,3,11,1,0,62,no
533,2,26,,1,0,0,83,no
57497,1,28,3,3,0,0,83,no
70633,1,49,2,16,0,0,59,no
76478,1,37,3,9,1,0,62,no
60682,1,32,5,6,0,1,50,no
33625,1,39,4,8,0,0,64,no
25910,1,48,2,17,0,0,59,no
32621,1,36,1,2,0,0,69,no
63185,1,22,5,2,1,0,50,no
72619,1,27,3,4,0,0,74,no
22559,2,41,4,12,0,0,84,no
14920,1,34,4,2,0,0,52,no
65714,1,25,3,3,0,0,48,no
72286,1,30,5,3,0,0,50,no
8009,1,37,4,3,1,0,59,no
23644,1,50,3,12,0,0,47,no
73449,3,38,3,5,0,0,54,no
10264,2,36,5,7,0,0,60,no
74646,1,27,3,2,0,0,48,no
52600,4,34,3,9,0,0,64,no
67579,1,37,3,3,0,0,63,no
67939,1,28,2,3,0,0,86,no
53528,1,30,3,4,0,0,58,no
75923,1,32,,1,0,0,58,no
55910,1,31,,1,0,0,88,no
717,1,42,3,7,1,0,59,no
40360,1,30,3,1,1,0,95,yes
11138,1,24,3,1,0,0,73,no
43515,1,40,5,9,1,0,47,yes
8261,1,31,3,2,0,0,51,no
76965,1,29,2,4,0,0,62,no
50282,2,29,1,4,0,0,62,no
5967,2,28,3,3,1,0,44,yes
55232,1,34,2,7,0,0,59,no
48982,2,27,,1,0,0,81,no
37451,1,31,1,6,0,0,59,no
68830,2,50,3,7,0,0,78,no
41262,1,28,,1,0,0,85,no
28693,1,45,3,14,1,0,85,no
16510,1,53,3,11,0,0,52,no
678,1,31,4,7,0,0,49,no
69105,1,30,3,6,1,0,61,no
40585,1,37,4,3,1,0,51,no
37702,1,41,4,9,0,0,64,no
76937,1,42,5,6,1,0,57,no
45529,1,49,3,20,0,0,51,no
38901,1,35,2,8,0,0,50,no
3567,1,36,2,2,1,0,51,no
6778,1,53,5,13,0,0,50,no
60895,1,33,3,7,1,0,73,no
69601,1,40,5,12,1,0,57,no
76138,1,39,4,10,0,0,61,no
33991,1,31,2,3,1,0,50,no
31985,1,29,1,4,0,0,60,no
31633,1,31,3,8,1,0,70,yes
9141,1,34,3,7,0,0,52,no
47061,1,38,3,8,1,0,60,yes
67696,1,34,5,8,1,0,56,no
44305,1,31,2,3,0,0,80,no
57000,1,28,4,5,0,0,83,no
55777,1,28,,1,1,0,50,no
37258,1,31,5,3,1,1,90,no
42138,1,35,3,3,0,0,71,no
31351,1,30,3,5,0,0,84,no
16742,2,26,3,4,0,0,82,no
6625,2,38,5,11,1,0,62,no
10276,1,28,4,4,0,0,57,no
13732,1,50,5,2,0,0,57,no
48640,1,32,2,2,1,0,70,no
30311,1,60,5,6,0,0,50,no
48841,1,30,1,7,0,0,48,no
20904,2,29,3,5,1,0,81,no
16153,1,55,3,27,0,0,77,no
74416,1,44,4,5,0,0,51,no
21627,1,31,3,5,0,0,77,no
30002,1,30,4,5,1,1,87,yes
15855,5,27,4,2,0,0,65,no
74531,1,30,4,4,0,0,87,no
9354,1,20,,1,0,0,51,no
7279,3,29,5,3,1,0,85,no
56937,1,30,4,4,0,0,62,no
35384,1,37,1,3,0,0,55,no
7997,1,24,,1,0,0,94,yes
42413,1,29,3,2,0,0,82,no
27168,2,30,3,5,1,1,83,no
39675,1,56,3,26,1,0,81,no
61172,1,26,3,3,0,0,47,no
49411,1,43,4,15,0,0,47,no
62240,1,35,3,10,0,0,49,no
6945,4,31,3,4,0,0,87,no
67153,1,39,4,4,1,0,85,no
52862,2,53,3,13,0,0,82,no
70514,1,36,4,7,1,0,61,no
25272,2,41,4,13,0,0,45,no
50837,1,38,3,8,0,0,60,yes
78014,1,54,1,8,0,0,46,no
75730,1,48,3,19,0,0,66,no
66717,1,30,1,6,0,0,61,no
24046,1,25,3,2,0,0,49,no
32278,1,36,4,5,0,0,59,no
72622,1,31,2,1,0,0,49,no
24158,1,24,2,2,0,0,51,no
12481,1,31,3,6,1,0,64,no
3470,1,54,3,15,1,0,53,no
77099,1,39,3,10,0,0,62,no
55141,2,27,,1,0,0,87,no
41235,1,34,4,7,1,0,78,no
32391,1,28,3,2,1,0,86,no
36432,1,53,1,11,0,0,68,no
43835,1,25,3,3,0,0,80,no
146,1,39,3,3,0,0,86,no
62191,1,23,,1,1,0,55,no
69361,1,27,,1,1,0,51,no
5311,3,26,3,3,1,0,45,no
22780,1,47,1,6,0,0,75,no
58704,1,29,4,6,1,0,59,no
18310,2,50,3,20,0,0,58,no
1791,1,41,3,12,0,0,67,no
29308,1,34,5,8,0,0,48,no
71076,1,30,,1,0,0,57,no
35192,1,32,3,3,0,0,76,no
54898,1,37,5,10,1,0,60,no
67077,1,55,4,25,0,0,51,no
49480,3,32,3,5,0,0,48,no
58491,1,30,4,5,0,0,50,no
65147,1,30,4,6,1,1,84,no
64377,1,39,5,10,1,0,62,no
42309,1,53,4,3,1,0,80,no
77951,1,33,2,6,1,0,60,no
53454,2,28,1,2,0,0,50,no
2161,1,28,2,2,0,0,60,no
22073,3,29,3,4,0,0,63,no
4643,1,44,3,11,0,0,64,no
3917,1,34,2,4,0,0,59,no
10770,1,39,5,9,0,0,64,no
74842,1,34,3,5,0,0,47,no
34513,1,39,4,7,0,0,65,no
17880,1,30,5,3,1,0,69,no
63974,1,41,4,7,1,0,53,no
46958,1,60,2,4,0,0,54,no
35629,1,28,5,2,1,0,68,no
75331,1,30,5,4,1,0,81,no
40321,1,30,3,6,0,0,47,no
9475,1,37,5,3,1,0,82,no
7502,1,30,4,3,1,0,60,no
77388,2,27,4,4,0,0,83,no
68768,1,22,,1,1,0,53,no
73266,1,42,5,13,0,0,61,no
59263,1,32,3,7,0,0,59,no
20882,1,27,1,2,0,0,49,no
37178,1,28,,1,1,0,68,no
6982,1,38,2,11,0,0,70,no
39995,1,35,4,10,1,0,80,no
42303,1,38,3,3,0,0,57,no
31567,1,32,3,7,1,0,53,no
28565,1,34,4,6,0,0,54,no
27252,1,27,,1,1,0,50,no
40377,1,60,3,16,0,0,70,no
56845,1,36,4,3,1,0,77,no
35952,1,41,3,13,0,0,62,no
43505,2,38,2,4,1,0,79,no
5483,1,38,5,4,1,1,45,no
62982,1,26,4,2,1,0,81,no
64096,1,33,5,10,1,0,96,yes
30707,2,35,3,3,1,0,62,no
68478,1,53,3,8,0,0,84,no
71514,2,26,,1,0,0,49,no
7250,1,33,4,6,0,0,48,no
20254,1,33,5,9,1,0,89,no
65431,1,32,3,6,0,0,45,no
47889,1,40,5,6,1,0,70,no
73243,1,28,,1,0,0,88,no
40296,2,33,5,4,1,0,77,yes
51937,2,28,3,2,0,0,60,no
67856,1,37,5,10,0,0,52,no
12807,1,32,3,6,0,0,57,no
44347,3,27,2,2,0,0,48,no
48290,1,29,4,2,1,0,83,no
75182,1,26,5,3,1,0,59,no
1129,1,41,3,6,1,0,58,no
54191,1,27,3,4,0,0,52,no
75593,1,40,3,8,0,0,49,no
65716,1,39,5,4,1,0,58,no
24536,1,32,5,6,1,0,56,yes
53757,1,47,4,15,0,0,69,no
76060,1,27,3,3,0,0,64,no
15976,1,22,,1,1,0,44,no
34595,1,50,3,4,0,0,54,no
59739,1,45,3,10,0,0,63,no
22434,1,38,5,7,1,0,63,no
32410,1,37,3,4,0,0,72,no
7134,1,56,1,15,0,0,50,no
65226,1,33,1,8,0,0,66,no
50355,1,35,2,9,0,0,48,no
67531,1,51,5,23,0,0,50,no
15836,2,29,1,2,0,0,84,no
67752,2,32,2,5,0,0,48,no
40499,2,30,4,6,1,0,84,no
47883,1,30,5,5,1,0,81,no
64693,1,29,1,4,0,0,86,no
53801,1,45,5,9,1,0,55,no
59725,1,33,3,10,0,0,48,no
12751,1,30,3,7,0,1,88,yes
14404,6,40,4,10,0,0,65,no
47612,1,34,5,7,1,0,66,no
2155,1,27,,1,1,0,50,no
27803,2,30,5,2,1,0,60,no
34464,1,30,4,2,0,0,47,no
19089,1,28,5,2,0,0,43,no
24643,2,32,3,2,0,0,72,yes
26653,1,40,1,7,0,0,81,no
76680,1,32,5,5,1,0,57,no
60229,1,26,3,2,0,0,63,no
53635,2,28,5,3,1,0,54,no
8166,2,39,3,5,1,0,50,no
78224,1,29,2,2,0,0,49,no
51206,1,28,3,8,0,0,58,no
16092,1,32,2,6,0,0,82,no
31057,2,35,3,11,0,0,64,no
60441,1,38,3,4,1,1,81,no
41788,2,31,4,4,0,0,51,no
77074,2,27,3,3,0,0,62,no
847,1,29,3,8,1,0,63,no
46736,1,26,1,2,1,0,50,no
21053,1,35,5,8,1,0,48,no
47876,1,29,5,3,1,0,82,no
45730,1,34,5,6,0,0,45,no
58916,1,28,2,3,0,0,85,no
15945,1,45,5,4,0,0,81,no
61687,1,52,5,10,1,0,70,yes
66766,1,42,5,10,0,0,47,no
10978,1,33,3,8,0,0,49,no
25882,1,25,1,4,0,0,82,no
933,1,33,4,6,0,0,68,no
35398,1,35,4,8,1,0,73,no
44025,1,33,3,3,1,0,56,yes
70172,1,36,4,9,1,0,48,no
64995,1,37,5,3,1,0,61,no
38490,1,39,2,4,0,0,49,no
69567,1,30,3,5,0,0,58,no
53614,1,28,2,2,0,0,80,no
6288,1,33,5,8,1,0,57,yes
63534,1,24,4,3,0,0,47,no
24632,1,44,5,3,1,1,93,yes
36702,1,27,3,5,0,0,48,no
66069,1,31,5,6,1,1,94,yes
24260,1,38,1,3,0,0,79,no
15560,2,46,1,7,0,0,48,no
70843,1,41,3,9,1,0,77,no
18586,1,27,3,6,0,0,60,no
56257,1,32,3,3,0,0,60,no
25826,1,35,2,4,0,0,48,no
25610,3,32,5,2,1,0,58,no
